tweet_id,name,tweet_date,standardized_location,airline,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence
569538703732772864,kidang,2015-02-22 08:46:23,Tour Bus or Airplane/ Hotel,United,negative,1.0,5,0.68
569538171509350400,dkosi2,2015-02-22 08:44:16,Unknown,United,negative,1.0,2,1.0
569537571685924864,WayneMAaron,2015-02-22 08:41:53,Unknown,United,neutral,1.0,0,0.0
569535507815903233,drr51664,2015-02-22 08:33:41,Central NJ,United,negative,1.0,2,0.68
569535503827017730,worldknits,2015-02-22 08:33:40,"Fredericksburg, VA",United,negative,1.0,1,1.0
569534882952716288,drr51664,2015-02-22 08:31:12,Central NJ,United,negative,1.0,8,1.0
569534268130660352,jeisensc,2015-02-22 08:28:45,"San Diego, CA",United,negative,1.0,2,0.68
569534175973396480,CressM,2015-02-22 08:28:23,FL,United,negative,1.0,4,0.68
569533799815630848,scottychadwick,2015-02-22 08:26:53,Unknown,United,negative,1.0,4,0.35
569532310716080129,ajbohman,2015-02-22 08:20:58,Irving Texas,United,negative,1.0,2,1.0
569532005320253441,LaHauser,2015-02-22 08:19:46,Unknown,United,negative,1.0,4,1.0
569531988702576640,plazaroff,2015-02-22 08:19:42,Unknown,United,negative,1.0,5,0.68
569531969110974464,KapuriaMd,2015-02-22 08:19:37,Unknown,United,positive,1.0,0,0.0
569531827989454848,jasminhunter,2015-02-22 08:19:03,"Portsmouth, NH",United,negative,1.0,1,0.65
569531484903772161,allen_crawford,2015-02-22 08:17:42,"Indianapolis, IN",United,neutral,0.68,0,0.0
569531274991239168,newguymeltz,2015-02-22 08:16:51,Bellaire TX,United,negative,1.0,2,1.0
569531010167250944,czamkoff,2015-02-22 08:15:48,Unknown,United,negative,1.0,4,0.7
569530483022962688,jasminhunter,2015-02-22 08:13:43,"Portsmouth, NH",United,negative,0.67,1,0.67
569529789100507136,czamkoff,2015-02-22 08:10:57,Unknown,United,negative,1.0,4,0.35
569529608862875648,BenHabbel,2015-02-22 08:10:14,New York City,United,neutral,1.0,0,0.0
569528923769298945,RJordan47,2015-02-22 08:07:31,Oklahoma,United,neutral,1.0,0,0.0
569528348126216193,cryancox,2015-02-22 08:05:14,Unknown,United,negative,1.0,4,1.0
569527975252766720,YaDurak,2015-02-22 08:03:45,"Alexandria, VA",United,neutral,0.67,0,0.0
569527524323151873,patrick_maness,2015-02-22 08:01:57,Rhode Island,United,neutral,0.65,0,0.0
569526800767983616,AdamDonkus,2015-02-22 07:59:05,"Bechtelsville, PA",United,negative,1.0,4,0.69
569526294477725697,juansequeda,2015-02-22 07:57:04,AustinTX-AUS/CaliColombia-CLO,United,neutral,0.66,0,0.0
569526172335222784,ATL_Attorney,2015-02-22 07:56:35,"Atlanta, GA",United,neutral,1.0,0,0.0
569526143730077696,ATL_Attorney,2015-02-22 07:56:28,"Atlanta, GA",United,negative,1.0,1,0.68
569526070615138304,Finrz,2015-02-22 07:56:11,"iPhone: 55.946030,-3.189382",United,negative,1.0,5,1.0
569525760337162241,ATL_Attorney,2015-02-22 07:54:57,"Atlanta, GA",United,negative,1.0,4,0.68
569525690950815745,ATL_Attorney,2015-02-22 07:54:40,"Atlanta, GA",United,negative,1.0,1,0.37
569523831460761601,czamkoff,2015-02-22 07:47:17,Unknown,United,negative,1.0,4,1.0
569523440547291136,moss_jas,2015-02-22 07:45:44,Unknown,United,negative,1.0,2,0.69
569523231524319232,goldsteinmlg,2015-02-22 07:44:54,Unknown,United,negative,1.0,1,0.68
569522354008805376,goldsteinmlg,2015-02-22 07:41:25,Unknown,United,negative,1.0,1,1.0
569522040547385344,StregaHorn,2015-02-22 07:40:10,"Houston, TX",United,negative,1.0,3,1.0
569521863891804160,CressM,2015-02-22 07:39:28,FL,United,neutral,0.66,0,0.0
569521101736439809,BenHabbel,2015-02-22 07:36:26,New York City,United,negative,1.0,1,0.36
569521081125629953,bushth07,2015-02-22 07:36:21,43206,United,negative,1.0,1,0.67
569520712379052032,worldknits,2015-02-22 07:34:53,"Fredericksburg, VA",United,neutral,1.0,0,0.0
569520425312632832,JeremyAllynAmes,2015-02-22 07:33:45,"Medway, MA",United,positive,1.0,0,0.0
569518979103924224,throthra,2015-02-22 07:28:00,Unknown,United,neutral,0.64,0,0.0
569518596231008258,ericdUX,2015-02-22 07:26:29,"Columbus, Ohio, USA",United,neutral,1.0,0,0.0
569517484102909952,throthra,2015-02-22 07:22:03,Unknown,United,negative,1.0,2,0.71
569517360828145664,RJordan47,2015-02-22 07:21:34,Oklahoma,United,negative,1.0,1,0.69
569517323180236800,laurahotaling,2015-02-22 07:21:25,Unknown,United,negative,1.0,2,1.0
569516969969389568,NosihtamInc,2015-02-22 07:20:01,"Winnipeg, Manitoba",United,negative,1.0,6,0.35
569516852805808129,KapuriaMd,2015-02-22 07:19:33,Unknown,United,negative,1.0,1,0.63
569516736162050048,3speed,2015-02-22 07:19:05,wdc,United,positive,1.0,0,0.0
569516566380875778,NosihtamInc,2015-02-22 07:18:25,"Winnipeg, Manitoba",United,negative,1.0,10,1.0
569515688898875393,NosihtamInc,2015-02-22 07:14:55,"Winnipeg, Manitoba",United,negative,1.0,8,0.67
569515118125408256,GusSpaulding,2015-02-22 07:12:39,New York,United,negative,0.69,3,0.36
569514750842789888,worldknits,2015-02-22 07:11:12,"Fredericksburg, VA",United,negative,1.0,0,0.68
569514430393913344,czamkoff,2015-02-22 07:09:55,Unknown,United,negative,1.0,4,1.0
569514124490579969,roryfreeman87,2015-02-22 07:08:42,california,United,neutral,0.64,0,0.0
569514063019053056,DanielPaulEller,2015-02-22 07:08:28,Chicago,United,negative,1.0,3,0.67
569514001450672128,roryfreeman87,2015-02-22 07:08:13,california,United,negative,1.0,1,1.0
569513811285311488,BuickJohnc,2015-02-22 07:07:28,Edinburgh,United,negative,1.0,2,0.71
569513703722393601,Angry_VBK,2015-02-22 07:07:02,Unknown,United,positive,1.0,0,0.0
569513498016923648,DanielPaulEller,2015-02-22 07:06:13,Chicago,United,negative,1.0,3,0.66
569513049507246081,craigsmail,2015-02-22 07:04:26,"Kansas City, USA",United,neutral,0.63,0,0.0
569512714961362944,KapuriaMd,2015-02-22 07:03:06,Unknown,United,negative,1.0,2,1.0
569512239344054274,pawenrick,2015-02-22 07:01:13,Happy Valley,United,negative,1.0,6,0.35
569510828023488512,throthra,2015-02-22 06:55:37,Unknown,United,negative,0.67,2,0.67
569508903735545857,throthra,2015-02-22 06:47:58,Unknown,United,negative,0.7,1,0.7
569508469088387072,201Chef,2015-02-22 06:46:14,201-600-2130,United,negative,1.0,2,1.0
569508282995486720,DanielPaulEller,2015-02-22 06:45:30,Chicago,United,negative,1.0,3,0.66
569507834930442241,ljsbrooks,2015-02-22 06:43:43,Unknown,United,negative,0.67,3,0.34
569507197052260354,Angry_VBK,2015-02-22 06:41:11,Unknown,United,neutral,1.0,0,0.0
569507060209090561,auciello,2015-02-22 06:40:38,South Seaside Park/Puerto Rico,United,positive,0.7,0,0.0
569506670189137920,szymanski_t,2015-02-22 06:39:05,Unknown,United,negative,0.65,5,0.65
569505479795326977,CoachMcRoberts,2015-02-22 06:34:21,"Oxford, MS",United,negative,0.35,4,0.35
569505407862902784,21stCenturyMom,2015-02-22 06:34:04,Unknown,United,negative,0.71,1,0.71
569504786879528962,szymanski_t,2015-02-22 06:31:36,Unknown,United,negative,1.0,1,0.67
569504366006132736,Therobertlewin,2015-02-22 06:29:56,Unknown,United,negative,1.0,5,1.0
569504330551861248,szymanski_t,2015-02-22 06:29:47,Unknown,United,negative,1.0,5,1.0
569504232971362304,FlyChristo,2015-02-22 06:29:24,New York City,United,neutral,1.0,0,0.0
569504176306331649,bushth07,2015-02-22 06:29:11,43206,United,negative,1.0,2,1.0
569504172011356160,szymanski_t,2015-02-22 06:29:10,Unknown,United,negative,1.0,5,1.0
569503938690584576,szymanski_t,2015-02-22 06:28:14,Unknown,United,negative,1.0,1,0.66
569503745974902784,szymanski_t,2015-02-22 06:27:28,Unknown,United,negative,1.0,5,1.0
569503649677750272,throthra,2015-02-22 06:27:05,Unknown,United,negative,1.0,3,1.0
569503367757754369,szymanski_t,2015-02-22 06:25:58,Unknown,United,negative,1.0,1,1.0
569503165713948672,szymanski_t,2015-02-22 06:25:10,Unknown,United,negative,1.0,3,0.67
569502953851252737,szymanski_t,2015-02-22 06:24:19,Unknown,United,negative,1.0,3,0.67
569502909093646336,kaf_silva,2015-02-22 06:24:09,Unknown,United,negative,1.0,2,0.68
569502869243736065,szymanski_t,2015-02-22 06:23:59,Unknown,United,negative,1.0,5,1.0
569502353797173248,jlongoria21,2015-02-22 06:21:56,"Rio Grande Valley, Texas",United,negative,1.0,2,0.65
569501080607813633,siobhanvivian,2015-02-22 06:16:53,the burgh,United,positive,1.0,0,0.0
569500986638798848,GreenkidspenWRA,2015-02-22 06:16:30,Grimsby - UK,United,positive,1.0,0,0.0
569500360651509760,greghm88,2015-02-22 06:14:01,London,United,negative,1.0,4,1.0
569500030459117568,jeisensc,2015-02-22 06:12:42,"San Diego, CA",United,negative,1.0,0,1.0
569499434633048065,BenHabbel,2015-02-22 06:10:20,New York City,United,negative,0.69,4,0.35
569499431369891840,_Charette_,2015-02-22 06:10:19,SE AZ By Way of HV,United,neutral,0.64,0,0.0
569497995445559298,EmmeliePickett,2015-02-22 06:04:37,"fort worth, tx",United,negative,1.0,3,0.68
569497092655345664,DanielPaulEller,2015-02-22 06:01:02,Chicago,United,negative,1.0,0,0.68
569497031322030081,fctry,2015-02-22 06:00:47,"Williamsburg, Brooklyn",United,negative,1.0,6,1.0
569496936157487104,betorides,2015-02-22 06:00:24,Unknown,United,negative,1.0,1,1.0
569496919036305408,ajbohman,2015-02-22 06:00:20,Irving Texas,United,negative,1.0,6,1.0
569496828376322048,mahrruk,2015-02-22 05:59:59,Rochester,United,negative,1.0,4,0.65
569495111337275392,DaRenton,2015-02-22 05:53:09,Colorado,United,positive,1.0,0,0.0
569493640990625793,_Charette_,2015-02-22 05:47:19,SE AZ By Way of HV,United,negative,1.0,2,1.0
569491817600655360,wamo66,2015-02-22 05:40:04,Unknown,United,negative,0.67,1,0.67
569491456173477889,PubliusTX,2015-02-22 05:38:38,"Houston, TX",United,negative,1.0,4,1.0
569491346647445505,Potter_Who,2015-02-22 05:38:12,whore island,United,neutral,0.68,0,0.0
569491334643347457,ohsweet_melissa,2015-02-22 05:38:09,Unknown,United,negative,1.0,7,1.0
569491295766343681,RodahlLL,2015-02-22 05:38:00,Hong Kong,United,negative,0.66,1,0.66
569491079952642051,kaf_silva,2015-02-22 05:37:08,Unknown,United,negative,0.68,1,0.34
569490499377061888,siobhanvivian,2015-02-22 05:34:50,the burgh,United,negative,0.68,2,0.34
569490420356374528,sap_geek,2015-02-22 05:34:31,Unknown,United,negative,0.68,6,0.68
569489032100614144,anil_arca,2015-02-22 05:29:00,"Virginia, USA",United,neutral,0.64,0,0.0
569488705146068993,KP_DR_RAMOS,2015-02-22 05:27:42,Unknown,United,negative,1.0,0,0.71
569487167191425024,Whosgunz,2015-02-22 05:21:35,Unknown,United,negative,0.66,1,0.66
569487156399378434,robbid,2015-02-22 05:21:33,"Huntington, WV",United,negative,0.7,2,0.7
569484965055832065,ahaeder,2015-02-22 05:12:50,PDX,United,negative,1.0,1,1.0
569484788404322304,traceyabbywhite,2015-02-22 05:12:08,"Atlantic Highlands, NJ",United,negative,1.0,5,1.0
569484671672651776,ahaeder,2015-02-22 05:11:40,PDX,United,negative,1.0,4,1.0
569484085397057536,sap_geek,2015-02-22 05:09:21,Unknown,United,negative,0.66,2,0.66
569483390581383168,houckie,2015-02-22 05:06:35,Northern Virginia,United,positive,1.0,0,0.0
569481897203494914,robbid,2015-02-22 05:00:39,"Huntington, WV",United,negative,1.0,1,1.0
569481676893622272,SagiRoi,2015-02-22 04:59:46,Unknown,United,negative,1.0,6,0.67
569481213016023040,jpfox13,2015-02-22 04:57:56,the district of colombia,United,negative,0.65,2,0.35
569480693782339584,gwp22183,2015-02-22 04:55:52,Metro DC Area,United,neutral,1.0,0,0.0
569480220203474944,jessehaines,2015-02-22 04:53:59,"ÜT: 43.492878,-96.790916",United,neutral,1.0,0,0.0
569480043853946881,mwbotelho,2015-02-22 04:53:17,Curitiba,United,negative,1.0,3,0.71
569478901166055424,svhlatky,2015-02-22 04:48:45,"Kingston, Ontario",United,negative,1.0,3,0.66
569478023679905792,21stCenturyMom,2015-02-22 04:45:15,Unknown,United,positive,0.34,0,0.0
569477178703908864,cedraughn,2015-02-22 04:41:54,senior / mount airy,United,negative,0.64,3,0.64
569476889313562624,docambrose97,2015-02-22 04:40:45,Unknown,United,neutral,0.69,0,0.0
569476281974132736,meigheyburn,2015-02-22 04:38:20,"Akron, Ohio",United,neutral,0.67,0,0.0
569475909226401792,traceyabbywhite,2015-02-22 04:36:51,"Atlantic Highlands, NJ",United,negative,1.0,2,1.0
569475306018353152,LisaKothari,2015-02-22 04:34:27,Seattle WA,United,neutral,0.68,0,0.0
569475245708419072,meigheyburn,2015-02-22 04:34:13,"Akron, Ohio",United,neutral,0.69,0,0.0
569475092582789120,traceyabbywhite,2015-02-22 04:33:37,"Atlantic Highlands, NJ",United,negative,1.0,1,1.0
569475000660422656,meigheyburn,2015-02-22 04:33:15,"Akron, Ohio",United,neutral,1.0,0,0.0
569474700386045955,docambrose97,2015-02-22 04:32:03,Unknown,United,positive,0.64,0,0.0
569474230854660097,traceyabbywhite,2015-02-22 04:30:11,"Atlantic Highlands, NJ",United,positive,0.68,0,0.0
569473998519578624,traceyabbywhite,2015-02-22 04:29:16,"Atlantic Highlands, NJ",United,negative,1.0,2,0.6
569473302940372992,seb749,2015-02-22 04:26:30,Unknown,United,positive,0.67,0,0.0
569471635163643905,Patty_Ell,2015-02-22 04:19:52,Bedford 2015 Plymouth 2019,United,positive,1.0,0,0.0
569471541554978817,SagiRoi,2015-02-22 04:19:30,Unknown,United,negative,1.0,4,0.67
569470757673291777,tu_huynh,2015-02-22 04:16:23,"Washington, DC",United,negative,1.0,5,1.0
569470098534207489,fabricelion,2015-02-22 04:13:46,Belgium,United,neutral,0.69,0,0.0
569470053348823040,DVERandy,2015-02-22 04:13:35,WDVE PITTSBURGH,United,negative,1.0,4,1.0
569469326547222528,jlongoria21,2015-02-22 04:10:42,"Rio Grande Valley, Texas",United,negative,0.68,2,0.68
569468823625027586,seb749,2015-02-22 04:08:42,Unknown,United,neutral,0.68,0,0.0
569462023173619712,victor_haydin,2015-02-22 03:41:41,Unknown,United,neutral,0.66,0,0.0
569461666695524352,victor_haydin,2015-02-22 03:40:16,Unknown,United,negative,0.65,2,0.35
569460417954746368,bartha75,2015-02-22 03:35:18,san diego,United,negative,1.0,1,1.0
569459716906229760,MichaelJGlasgow,2015-02-22 03:32:31,"Raleigh, North Carolina, USA",United,neutral,0.64,0,0.0
569459543236874240,greghm88,2015-02-22 03:31:49,London,United,negative,1.0,4,1.0
569457148129779714,meigheyburn,2015-02-22 03:22:18,"Akron, Ohio",United,negative,1.0,5,1.0
569456035930484737,jimbradshaw4,2015-02-22 03:17:53,Unknown,United,negative,0.35,5,0.35
569454641320062976,chivo2089,2015-02-22 03:12:21,Guatemala,United,negative,1.0,1,0.68
569454437288140800,ahaeder,2015-02-22 03:11:32,PDX,United,negative,1.0,6,0.63
569453313462132736,MrTrippe,2015-02-22 03:07:04,Terra Prime,United,positive,1.0,0,0.0
569451362687143936,throthra,2015-02-22 02:59:19,Unknown,United,negative,1.0,4,0.38
569448465991737345,MMMarketing2014,2015-02-22 02:47:48,#Westford #marketing,United,negative,1.0,8,0.34
569445528225718272,plazaroff,2015-02-22 02:36:08,Unknown,United,negative,1.0,5,0.69
569444898660691968,throthra,2015-02-22 02:33:38,Unknown,United,negative,1.0,2,0.35
569444456660750337,throthra,2015-02-22 02:31:52,Unknown,United,negative,1.0,1,0.65
569441937826164736,jaykirell,2015-02-22 02:21:52,"Long Island, NY",United,negative,1.0,1,0.67
569440689253158912,MaxAbrahms,2015-02-22 02:16:54,"Boston, MA",United,negative,1.0,5,1.0
569439706339024896,Whosgunz,2015-02-22 02:13:00,Unknown,United,negative,1.0,1,1.0
569439089063280640,Whosgunz,2015-02-22 02:10:33,Unknown,United,negative,1.0,1,1.0
569438763115536384,Whosgunz,2015-02-22 02:09:15,Unknown,United,negative,1.0,8,0.64
569438531686424577,Whosgunz,2015-02-22 02:08:20,Unknown,United,negative,1.0,1,1.0
569435214717562881,joynal03,2015-02-22 01:55:09,Unknown,United,negative,1.0,2,1.0
569433059168260096,Whosgunz,2015-02-22 01:46:35,Unknown,United,negative,1.0,1,1.0
569431307152953344,MaxAbrahms,2015-02-22 01:39:37,"Boston, MA",United,negative,1.0,5,1.0
569428644432617473,suntoshi,2015-02-22 01:29:02,"Bedford, Nh",United,negative,1.0,1,0.66
569428333500375040,suntoshi,2015-02-22 01:27:48,"Bedford, Nh",United,negative,1.0,5,0.68
569427993958883328,plazaroff,2015-02-22 01:26:27,Unknown,United,negative,1.0,6,1.0
569420890003410944,Whosgunz,2015-02-22 00:58:14,Unknown,United,negative,1.0,1,1.0
569419949007085568,Whosgunz,2015-02-22 00:54:29,Unknown,United,negative,0.65,3,0.65
569418652128296960,Whosgunz,2015-02-22 00:49:20,Unknown,United,negative,1.0,1,0.7
569418497694035969,Whosgunz,2015-02-22 00:48:43,Unknown,United,negative,1.0,1,1.0
569418233322872833,Whosgunz,2015-02-22 00:47:40,Unknown,United,negative,1.0,1,1.0
569416650325303297,throthra,2015-02-22 00:41:23,Unknown,United,negative,1.0,6,0.37
569415643474362368,MissDanaJones,2015-02-22 00:37:23,"Berlin, Germany",United,neutral,1.0,0,0.0
569415109933531136,throthra,2015-02-22 00:35:16,Unknown,United,negative,1.0,2,0.66
569415076400242688,RoyLe9,2015-02-22 00:35:08,Unknown,United,negative,1.0,7,0.67
569411383265075203,gregliefooghe,2015-02-22 00:20:27,San Francisco,United,negative,1.0,6,1.0
569407352299847680,MarkGilden,2015-02-22 00:04:26,"Honolulu, HI",United,negative,0.7,2,0.36
569404245142855680,TimBouhour,2015-02-21 23:52:05,"Raleigh, NC",United,negative,0.65,2,0.65
569402506792407041,SCVPools,2015-02-21 23:45:11,Southern California and Hawaii,United,negative,1.0,5,1.0
569400869768302592,mrp,2015-02-21 23:38:40,sf - austin - sydney,United,negative,0.69,2,0.69
569400431002173441,kreespa,2015-02-21 23:36:56,Little Rhody,United,neutral,0.68,0,0.0
569397314240049152,Finrz,2015-02-21 23:24:33,"iPhone: 55.946030,-3.189382",United,negative,1.0,3,0.72
569395649310883840,Ofbikesandbirds,2015-02-21 23:17:56,Unknown,United,negative,1.0,6,0.65
569392315409829888,billqamz,2015-02-21 23:04:41,East Coast,United,positive,1.0,0,0.0
569390507526369280,EmilyIsBach,2015-02-21 22:57:30,"Potsdam, NY",United,neutral,1.0,0,0.0
569387614265954304,RJordan47,2015-02-21 22:46:00,Oklahoma,United,negative,1.0,4,1.0
569385898573299712,ChrisJValdez,2015-02-21 22:39:11,"Yokohama, Japan",United,negative,1.0,3,0.35
569385864712704001,annnnge,2015-02-21 22:39:03,☁️,United,negative,1.0,5,0.66
569385784685363201,ChrisJValdez,2015-02-21 22:38:44,"Yokohama, Japan",United,negative,0.66,6,0.35
569385496675295232,JSJ35,2015-02-21 22:37:35,Blue Area of the Moon,United,negative,1.0,1,0.67
569383892542738432,StephanieWeyant,2015-02-21 22:31:13,New York City,United,positive,0.67,0,0.0
569382132231110656,JEOKOO1,2015-02-21 22:24:13,"Washington, DC.",United,neutral,0.66,0,0.0
569381891809214464,Mare_McCoy,2015-02-21 22:23:16,Kansas,United,negative,1.0,1,0.68
569380923847909376,JSJ35,2015-02-21 22:19:25,Blue Area of the Moon,United,negative,1.0,1,1.0
569380416219709440,JSJ35,2015-02-21 22:17:24,Blue Area of the Moon,United,negative,1.0,1,0.34
569380122194636800,annnnge,2015-02-21 22:16:14,☁️,United,negative,0.66,5,0.66
569379756673597444,annnnge,2015-02-21 22:14:47,☁️,United,negative,1.0,5,0.71
569379726562869248,JSJ35,2015-02-21 22:14:40,Blue Area of the Moon,United,negative,1.0,2,0.65
569379367077355520,AppAmy,2015-02-21 22:13:14,Unknown,United,negative,1.0,8,0.64
569378568628674561,mollypriddy,2015-02-21 22:10:03,"Kalispell, MT",United,negative,1.0,1,1.0
569376145000390656,tweets1971,2015-02-21 22:00:26,Boston,United,negative,1.0,1,1.0
569374127187820545,L_Simmons,2015-02-21 21:52:25,"Vancouver, BC",United,negative,1.0,1,0.7
569374011131453441,djMaxM,2015-02-21 21:51:57,"Brookline, Massachusetts",United,negative,1.0,3,0.38
569373743698591744,billqamz,2015-02-21 21:50:53,East Coast,United,neutral,1.0,0,0.0
569370900568502272,throthra,2015-02-21 21:39:35,Unknown,United,negative,1.0,2,0.69
569370010751094784,throthra,2015-02-21 21:36:03,Unknown,United,negative,1.0,2,0.65
569369416963633152,gwen1013,2015-02-21 21:33:42,"New Haven, CT",United,positive,1.0,0,0.0
569369331173363712,tippykayak,2015-02-21 21:33:21,"Branford, CT",United,negative,1.0,6,0.67
569369243965362176,drr51664,2015-02-21 21:33:00,Central NJ,United,negative,1.0,1,0.68
569368621077692417,apopnj01,2015-02-21 21:30:32,USA,United,negative,1.0,2,1.0
569368523178270721,throthra,2015-02-21 21:30:08,Unknown,United,negative,1.0,4,0.34
569368286128771072,21stCenturyMom,2015-02-21 21:29:12,Unknown,United,negative,1.0,1,0.67
569368056855552001,WM_j_MW,2015-02-21 21:28:17,"Wake Forest, NC",United,neutral,1.0,0,0.0
569367983065137152,WM_j_MW,2015-02-21 21:28:00,"Wake Forest, NC",United,negative,0.67,3,0.67
569367755670966272,WM_j_MW,2015-02-21 21:27:05,"Wake Forest, NC",United,neutral,1.0,0,0.0
569367682811715585,WM_j_MW,2015-02-21 21:26:48,"Wake Forest, NC",United,negative,0.66,3,0.66
569366968446246912,WM_j_MW,2015-02-21 21:23:58,"Wake Forest, NC",United,negative,1.0,2,0.69
569366889719304192,Boards707,2015-02-21 21:23:39,"Belmar, NJ",United,negative,1.0,3,1.0
569366337929105408,WM_j_MW,2015-02-21 21:21:27,"Wake Forest, NC",United,neutral,0.67,0,0.0
569366184904122369,alexisniicole25,2015-02-21 21:20:51,Unknown,United,negative,1.0,1,1.0
569366138963959808,worldknits,2015-02-21 21:20:40,"Fredericksburg, VA",United,negative,1.0,7,0.65
569365692618661888,WM_j_MW,2015-02-21 21:18:54,"Wake Forest, NC",United,negative,1.0,1,1.0
569365278963798017,WM_j_MW,2015-02-21 21:17:15,"Wake Forest, NC",United,negative,1.0,3,1.0
569364927191719937,_BenHoffman_,2015-02-21 21:15:51,"Venice, CA",United,negative,0.71,3,0.37
569364890307190784,kreespa,2015-02-21 21:15:42,Little Rhody,United,neutral,1.0,0,0.0
569364374755930112,Blondiemcl6,2015-02-21 21:13:39,somerville nj,United,negative,1.0,2,1.0
569363796113764352,jackiehoglund,2015-02-21 21:11:21,"Boston, MA",United,negative,0.68,6,0.37
569363354428567552,kreespa,2015-02-21 21:09:36,Little Rhody,United,negative,1.0,7,0.63
569363221791928320,jackiehoglund,2015-02-21 21:09:04,"Boston, MA",United,neutral,0.68,0,0.0
569363188120207360,Fader_Jockey,2015-02-21 21:08:56,"Chicago, IL",United,negative,1.0,1,1.0
569363173817643009,Blondiemcl6,2015-02-21 21:08:53,somerville nj,United,negative,1.0,2,0.7
569361701495304192,kreespa,2015-02-21 21:03:02,Little Rhody,United,neutral,0.67,0,0.0
569359780491476992,mjfredricks259,2015-02-21 20:55:24,Unknown,United,negative,1.0,5,1.0
569359055937908736,AMMBoman,2015-02-21 20:52:31,Kaizen 改善,United,neutral,1.0,0,0.0
569357781402308608,hannahcbeck,2015-02-21 20:47:27,"Hoboken, NJ",United,negative,1.0,1,0.67
569357497871437824,throthra,2015-02-21 20:46:20,Unknown,United,negative,1.0,1,0.66
569357196141719552,mrp,2015-02-21 20:45:08,sf - austin - sydney,United,positive,1.0,0,0.0
569353669738688512,Soniascrocchi15,2015-02-21 20:31:07,Unknown,United,negative,1.0,5,1.0
569352559598682112,kevinforgoogle,2015-02-21 20:26:42,"San Francisco, CA",United,negative,1.0,1,0.65
569351147930169344,kevinforgoogle,2015-02-21 20:21:06,"San Francisco, CA",United,negative,1.0,2,1.0
569350924633812992,kevinforgoogle,2015-02-21 20:20:13,"San Francisco, CA",United,negative,1.0,6,0.37
569349932131487746,kreespa,2015-02-21 20:16:16,Little Rhody,United,negative,0.68,2,0.38
569349274049368064,c4pyro,2015-02-21 20:13:39,Unknown,United,neutral,0.7,0,0.0
569347118034501632,dHowITzr,2015-02-21 20:05:05,"Toronto, Canada",United,positive,0.66,0,0.0
569346431833673732,JimStarkBalla,2015-02-21 20:02:21,Htown,United,neutral,0.64,0,0.0
569346420139905024,ambersings,2015-02-21 20:02:19,New York,United,negative,1.0,1,1.0
569345701487906818,kimbatronic,2015-02-21 19:59:27,San Francisco,United,negative,0.68,4,0.68
569344598482546690,ralonG2013,2015-02-21 19:55:04,just living the dream,United,negative,1.0,1,1.0
569343661063823360,aushianya,2015-02-21 19:51:21,Unknown,United,neutral,1.0,0,0.0
569343186046332928,tech_henrywong,2015-02-21 19:49:28,Greater Seattle Area,United,negative,0.68,6,0.35
569342888615620609,independentid,2015-02-21 19:48:17,"Vancouver, Canada",United,negative,1.0,7,0.68
569342670184648704,c4pyro,2015-02-21 19:47:25,Unknown,United,neutral,1.0,0,0.0
569342220534288384,ScottyNeuman,2015-02-21 19:45:37,"Montana, God's country",United,negative,1.0,6,0.63
569341769114128386,suntoshi,2015-02-21 19:43:50,"Bedford, Nh",United,negative,1.0,8,0.67
569340749466226688,mesapuyo,2015-02-21 19:39:47,Washington-Vancouver-Medellín,United,negative,1.0,2,0.68
569340645023698944,Chunkingtonchad,2015-02-21 19:39:22,Unknown,United,negative,1.0,2,0.68
569340200934969344,c4pyro,2015-02-21 19:37:36,Unknown,United,neutral,0.66,0,0.0
569340120790233089,MMMarketing2014,2015-02-21 19:37:17,#Westford #marketing,United,negative,1.0,6,0.64
569339467615506435,MMMarketing2014,2015-02-21 19:34:41,#Westford #marketing,United,negative,1.0,8,0.63
569339181136113664,c4pyro,2015-02-21 19:33:33,Unknown,United,neutral,0.68,0,0.0
569339072805797888,D4Duskes,2015-02-21 19:33:07,Montreal,United,negative,1.0,8,0.66
569338724787593216,mesapuyo,2015-02-21 19:31:44,Washington-Vancouver-Medellín,United,negative,1.0,2,1.0
569338441172983809,MattySags,2015-02-21 19:30:36,New York,United,negative,1.0,3,0.68
569338341306572800,CoachMcRoberts,2015-02-21 19:30:13,"Oxford, MS",United,neutral,0.67,0,0.0
569338032572116992,jackiehoglund,2015-02-21 19:28:59,"Boston, MA",United,neutral,0.67,0,0.0
569337969233887232,jackiehoglund,2015-02-21 19:28:44,"Boston, MA",United,negative,1.0,3,0.65
569337916872220673,jackiehoglund,2015-02-21 19:28:31,"Boston, MA",United,negative,1.0,6,0.68
569337916125798401,mesapuyo,2015-02-21 19:28:31,Washington-Vancouver-Medellín,United,negative,1.0,2,1.0
569337830184345601,jackiehoglund,2015-02-21 19:28:11,"Boston, MA",United,negative,1.0,2,0.34
569337170210607105,c4pyro,2015-02-21 19:25:33,Unknown,United,neutral,1.0,0,0.0
569336402401472512,Colettod,2015-02-21 19:22:30,"Ottawa, ON",United,negative,0.7,4,0.37
569336252597731329,Colettod,2015-02-21 19:21:55,"Ottawa, ON",United,negative,0.66,5,0.66
569336095411965952,ssegraves,2015-02-21 19:21:17,PDX / LGA / TXL / ✈,United,negative,0.66,1,0.33
569335779371003904,c4pyro,2015-02-21 19:20:02,Unknown,United,positive,0.37,0,0.0
